,i,year,month,acyear,title,category,inst,instclass,url
3022,3022,2005,11,2005,Software Engineer - JRID25518,Other,National Radio Astronomy Observatory,Other,../job_view?JobID=25518
3023,3023,2005,1,2004,Postdoctoral Position in Observational Cosmology &amp; Galaxy Evolution - JRID23817,PostV,California Institute of Technology,Large Academic,../job_view?JobID=23817
3024,3024,2003,10,2003,Postdoctoral Position in Numerical Relativity - JRID20742,PostV,University of Illinois at Urbana-Champai,Large Academic,../job_view?JobID=20742
3025,3025,2005,11,2005,W. J. McDonald Postdoctoral Fellowship - JRID25515,PostV,McDonald Observatory (UT Austin),Other,../job_view?JobID=25515
3026,3026,2003,4,2002,JCMT Support Astronomer - JRID20037,RsrchSp,Joint Astronomy Centre (Research Corpora,Large Academic,../job_view?JobID=20037
3027,3027,2003,3,2002,"Deputy Director, NOAO Gemini Science Center - JRID20031",MngOth,National Optical Astronomy Observatory,Government Agency,../job_view?JobID=20031
3028,3028,2005,11,2005,"Professor, Radio Astronomy - JRID25512",TT,University of Illinois,Large Academic,../job_view?JobID=25512
3029,3029,2003,10,2003,Research Associate      Theoretical Particle / Astrophysics - JRID20745,PostV,Case Western Reserve University,Small Academic,../job_view?JobID=20745
3030,3030,2014,3,2013,"Faculty Position - Astrophysics and Space Research Group, University of Birmingham - JRID47833",Faculty Positions (tenure and tenure-track),University of Birmingham,Large Academic,../job_view?JobID=47833
3031,3031,2005,10,2005,Assistant Professor in Theoretical Astrophysics - JRID24972,TT,University of Wisconsin - La Crosse,Small Academic,../job_view?JobID=24972
3032,3032,2011,10,2011,Postdoctoral Positin in Experimental Physics with Fermi at the SLAC National Accelerator Laboratory - JRID40342,Post-doctoral Positions and Fellowships,SLAC National Accelerator Laboratory,Large Academic,../job_view?JobID=40342
3033,3033,2011,10,2011,"Postdoctoral Position in the study of evolved stars, star formation and/or magnetic fields - JRID40346",Post-doctoral Positions and Fellowships,Chalmers University of Technology,Large Academic,../job_view?JobID=40346
3034,3034,2015,12,2015,Postdoctoral research position in Galactic Archaeology/Near-field cosmology in the Gaia era - JRID53068,Post-doctoral Positions and Fellowships,Kapteyn Astronomical Institute,Large Academic,../job_view?JobID=53068
3035,3035,2014,5,2013,Product Assurance Manager - JRID48077,Science Management,GMTO Corporation,Industry,../job_view?JobID=48077
3036,3036,2006,8,2006,Visualisation Researcher/Astronomer - JRID26964,TT,Swinburne University,Foreign,../job_view?JobID=26964
3037,3037,2010,2,2009,Full-time temporary faculty position - JRID36447,Faculty Positions (visiting and non-tenure),West Chester University of Pennsylvania,Large Academic,../job_view?JobID=36447
3038,3038,2010,2,2009,Discovery Channel Telescope Commissioning Scientist - JRID36444,Scientific/Technical Staff,Lowell Observatory,Other,../job_view?JobID=36444
3039,3039,2006,8,2006,Two lectureships in astrophysics and cosmology - JRID26967,TT,University of Bristol,Large Academic,../job_view?JobID=26967
3040,3040,2006,8,2006,"Postdoctoral Fellow in Stellar Evolution, Population Synthesis or Nucleosynthesis - JRID26961",PostV,Monash University,Foreign,../job_view?JobID=26961
3041,3041,2010,2,2009,Software Developer - Astronomical Instruments - JRID36441,Scientific/Technical Staff,Smithsonian Astrophysical Observatory,Other,../job_view?JobID=36441
3042,3042,2008,9,2008,Data Analyst/Telescope Observer/Research Assistant - JRID32280,Scientific/Technical Staff,University of Virginia,Large Academic,../job_view?JobID=32280
3043,3043,2008,9,2008,Postdoctoral Research Position in Star and Planet Formation - JRID32283,Post-doctoral Positions and Fellowships,Penn State University,Large Academic,../job_view?JobID=32283
3044,3044,2008,9,2008,Postdoctoral Research Position in Extrasolar Planets and Experimental Astronomy - JRID32286,Post-doctoral Positions and Fellowships,Cornell University,Large Academic,../job_view?JobID=32286
3045,3045,2008,8,2008,Development of Coronagraphs for Extremely Large Telescopes - JRID32133,PostV,LESIA - Observatoire de Meudon,Foreign,../job_view?JobID=32133
3046,3046,2008,8,2008,Telescope Controls Engineer - JRID32130,Science Engineering,Thirty Meter Telescope,Other,../job_view?JobID=32130
3047,3047,2014,3,2013,Support Scientist/Astronomer - JRID47838,Scientific/Technical Staff,Large Binocular Telescope Observatory,Large Academic,../job_view?JobID=47838
3048,3048,2008,8,2008,Tenure Track Staff Position in Observational Astronomy and Instrumentation Development - JRID32136,Faculty Positions (tenure and tenure-track),Max Planck Institute for Astronomy,Foreign,../job_view?JobID=32136
3049,3049,2008,8,2008,Exciting Editorial Opportunities with Astronomy Magazine! - JRID32139,Other,Kalmbach Publishing Co.,Other,../job_view?JobID=32139
3050,3050,2005,1,2004,Postdoctoral Positions in the Very-Long-Baseline Interferometry Group - JRID23814,PostV,Max-Planck-Institut fuer Radioastronomie,Foreign,../job_view?JobID=23814
3051,3051,2008,4,2007,Joint ALMA Observatory Project Manager - JRID31536,MngOth,Atacama Large Millimeter Array,Research Laboratory,../job_view?JobID=31536
3052,3052,2008,4,2007,Visiting Professor of Physics and Astronomy - JRID31530,Faculty Positions (visiting and non-tenure),Pomona College,Small Academic,../job_view?JobID=31530
3053,3053,2008,4,2007,Postdoctoral in Observational Exoplanet Research - JRID31539,Post-doctoral Positions and Fellowships,San Francisco State University,Large Academic,../job_view?JobID=31539
3054,3054,2005,9,2005,Cardiff  SZ / CMB data analysis PDRA - JRID24939,PostV,Cardiff University,Foreign,../job_view?JobID=24939
3055,3055,2013,1,2012,Postdoctoral Position in Planet Formation at Wesleyan University - JRID44334,Post-doctoral Positions and Fellowships,Wesleyan University,Small Academic,../job_view?JobID=44334
3056,3056,2004,12,2004,Post Doctoral Research Associate in X-ray Astronomy - JRID23658,PostV,"Department of Astronomy, University of V",Large Academic,../job_view?JobID=23658
3057,3057,2013,1,2012,Postdoctoral position in Plasma/High Energy Astrophysics - JRID44336,Post-doctoral Positions and Fellowships,"Kavli Institute of Astronomy &amp; Astrophysics, Peking University",Foreign,../job_view?JobID=44336
3058,3058,2013,4,2012,"“ALMA observations of quasars” – postdoctoral position at the Dark Cosmology Centre (DARK), Niels Bohr Institute, Copenhagen  - JRID44842",Post-doctoral Positions and Fellowships,"Dark Cosmology Centre at the Niels Bohr Institutet, Copenhagen",Foreign,../job_view?JobID=44842
3059,3059,2013,5,2012,Post-doctoral position - JRID44840,Post-doctoral Positions and Fellowships,Universita' di Torino,Small Academic,../job_view?JobID=44840
3060,3060,2004,11,2004,"Department Head, Department of Physics, Astronomy, and Materials Science - JRID23211",Other,Southwest Missouri State University,Large Academic,../job_view?JobID=23211
3061,3061,2005,9,2005,Astronomical Software Scientist - JRID24930,RsrchSp,Princeton University,Large Academic,../job_view?JobID=24930
3062,3062,2005,9,2005,Postdoctoral Prize Fellowships in Theoretical Physics or Astrophysics - JRID24933,PostV,California Institute of Technology,Research Laboratory,../job_view?JobID=24933
3063,3063,2006,7,2006,Astronomer - JRID26835,Rsrch,Smithsonian Astrophysical Observatory,Research Laboratory,../job_view?JobID=26835
3064,3064,2013,1,2012,SSimPL Postdoctoral Researcher in Computational Cosmology at the Sydney Institute for Astronomy  - JRID44339,Post-doctoral Positions and Fellowships,The University of Sydney,Large Academic,../job_view?JobID=44339
3065,3065,2004,10,2004,XMM-Newton Guest Observer Facility Scientist - JRID23214,Rsrch,Universities Space Research Association,Other,../job_view?JobID=23214
3066,3066,2004,11,2004,Information Systems Manager - JRID23217,MngOth,Gemini Observatory,Other,../job_view?JobID=23217
3067,3067,2005,9,2005,Postdoctoral Prize Fellowships in Experimental Physics or Astrophysics - JRID24936,PostV,California Institute of Technology,Research Laboratory,../job_view?JobID=24936
3068,3068,2010,4,2009,Professorship  Position in Astronomy/Astrophysics - JRID36621,Faculty Positions (tenure and tenure-track),"UNIVERSIDAD DE VALPARAISO, CHILE",Foreign,../job_view?JobID=36621
3069,3069,2010,4,2009,Instrument Scientist - Adaptive Optics - JRID36627,Other,"Australian National University, Research",Foreign,../job_view?JobID=36627
3070,3070,2010,4,2009,Postdoctoral Scholar in Supernova Remnants - JRID36624,Post-doctoral Positions and Fellowships,California Institute of Technology,Small Academic,../job_view?JobID=36624
3071,3071,2012,11,2012,Postdoctoral research associate in extragalactic astronomy - JRID43644,Post-doctoral Positions and Fellowships,Leiden Observatory,Foreign,../job_view?JobID=43644
3072,3072,2012,10,2012,Postdoctoral Fellow in High-Redshift Galaxy Evolution - JRID43313,Post-doctoral Positions and Fellowships,University of Texas at Austin,Large Academic,../job_view?JobID=43313
3073,3073,2012,10,2012,Sackler Prize Postdoctoral Fellowship in Astronomy - JRID43311,Post-doctoral Positions and Fellowships,Tel Aviv University,Other,../job_view?JobID=43311
3074,3074,2012,11,2012,"Postdoctoral Research Appointments in Observational, X-ray and Theoretical Astronomy  - JRID43642",Post-doctoral Positions and Fellowships,"Institute of Astronomy, University of Cambridge",Foreign,../job_view?JobID=43642
3075,3075,2012,10,2012,Public Information Officer    - JRID43315,Other,National Radio Astronomy Observatory,Other,../job_view?JobID=43315
3076,3076,2015,9,2015,Scientific Software Engineer - JRID51620,Science Engineering,"GEPI, Observatoire de Paris",Research Laboratory,../job_view?JobID=51620
3077,3077,2015,7,2015,KIAA-PKU Postdoctoral Research in Supernovae or Exoplanets - JRID51331,Post-doctoral Positions and Fellowships,"Kavli Institute for Astronomy and Astrophysics, Peking University",Foreign,../job_view?JobID=51331
3078,3078,2010,11,2010,Postdoctoral Scholar Astrophysics/Gamma Ray Bursts - JRID38019,Post-doctoral Positions and Fellowships,"University of Nevada, Las Vegas - UNLV",Large Academic,../job_view?JobID=38019
3079,3079,2015,7,2015,"Recruitment for FAST Fellow Positions in ISM Group, NAOC - JRID51335",Post-doctoral Positions and Fellowships,"National Astronomical Observatoires, Chinese Academy of Sciences",Large Academic,../job_view?JobID=51335
3080,3080,2005,1,2004,NRAO Postdoctoral Positions - JRID23811,PostV,National Radio Astronomy Observatory,Other,../job_view?JobID=23811
3081,3081,2016,1,2015,Research Assistant at Kitt Peak - JRID53348,Scientific/Technical Staff,"MDM Consortium at Kitt Peak, AZ",Large Academic,../job_view?JobID=53348
3082,3082,2004,10,2004,Postdoctoral Researcher - JRID23076,PostV,ASTRON,Research Laboratory,../job_view?JobID=23076
3083,3083,2004,10,2004,Postdoctoral Fellows in Galaxies and Observational Cosmology - JRID23070,PostV,Max-Planck Institute for Astronomy,Foreign,../job_view?JobID=23070
3084,3084,2004,10,2004,Research Assistant in Star Formation - JRID23073,PostV,Dublin Institute for Advanced Studies,Foreign,../job_view?JobID=23073
3085,3085,2015,9,2015,M1CS Production Support Engineer - JRID51673,Other,TMT Observatory Corporation - Thirty Meter Telescope,Other,../job_view?JobID=51673
3086,3086,2004,10,2004,Chair in Observational Astronomy - JRID23079,Other,"University of Leicester, UK",Foreign,../job_view?JobID=23079
3087,3087,2015,9,2015,Optics Group Leader - JRID51670,Science Engineering,TMT Observatory Corporation - Thirty Meter Telescope,Other,../job_view?JobID=51670
3088,3088,2015,9,2015,Assistant Professor of Physics - JRID51569,Other,Lafayette College,Other,../job_view?JobID=51569
3089,3089,2014,1,2013,ONE postdoctoral contract PLANCK EUCLID HYDROCARBONS 2013. - JRID47268,Post-doctoral Positions and Fellowships,INSTITUTO DE ASTROFÍSICA DE CANARIAS,Large Academic,../job_view?JobID=47268
3090,3090,2015,9,2015,Citizen Science Research Associate &amp; Ogden Science Officer - JRID51676,Post-doctoral Positions and Fellowships,The Open University,Large Academic,../job_view?JobID=51676
3091,3091,2015,10,2015,Post-doctoral - JRID52137,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,../job_view?JobID=52137
3092,3092,2012,12,2012,Accurate morphometry for weak and strong lensing applications with Sextractor3 massive fitting methods in wide field imaging data - JRID44054,Post-doctoral Positions and Fellowships,IAP - Institut d'Astrophysique de Paris,Foreign,../job_view?JobID=44054
3093,3093,2015,11,2015,Faculty Position in Astronomy - JRID52413,Faculty Positions (tenure and tenure-track),University of Victoria,Large Academic,../job_view?JobID=52413
3094,3094,2009,1,2008,Postdoctoral Fellow in Galaxy Evolution - JRID33660,Post-doctoral Positions and Fellowships,The University of Sydney,Large Academic,../job_view?JobID=33660
3095,3095,2008,12,2008,POSTDOCTORAL SCHOLAR IN COSMOLOGY AND LARGE SCALE-STRUCTURE - JRID33663,Post-doctoral Positions and Fellowships,"UNIVERSITY OF CALIFORNIA, IRVINE",Large Academic,../job_view?JobID=33663
3096,3096,2015,11,2015,Associate or Senior Editor - JRID52410,Post-doctoral Positions and Fellowships,Nature Publishing Group,Other,../job_view?JobID=52410
3097,3097,2008,12,2008,Post-doctoral Researcher in OBSERVATIONAL ASTROPHYSICS - JRID33666,Post-doctoral Positions and Fellowships,Unitversity of Oxford,Large Academic,../job_view?JobID=33666
3098,3098,2008,12,2008,Oxford Astrophysics Programme Manager - JRID33669,Science Management,University of Oxford,Large Academic,../job_view?JobID=33669
3099,3099,2015,6,2015,Deputy Instrumentation Specialist - JRID51182,Science Management,GMTO Corporation,Other,../job_view?JobID=51182
3100,3100,2014,11,2014,Steward Observatory Prize Fellowship in Theoretical and Computation Astrophysics Steward Observatory/University of Arizona - JRID49427,Post-doctoral Positions and Fellowships,University of Arizona/Steward Observatory,Other,../job_view?JobID=49427
3101,3101,2014,11,2014,FACULTY POSITION IN ASTROPHYSICS - JRID49424,Faculty Positions (tenure and tenure-track),California State University Northridge,Large Academic,../job_view?JobID=49424
3102,3102,2013,6,2013,Planet formation in turbulent protoplanetary discs - JRID45023,Pre-doctoral/Graduate Positions,"Queen Mary, University of London",Large Academic,../job_view?JobID=45023
3103,3103,2013,6,2013,Gemini Research Intern - (Chene &amp; Mason) - JRID45020,Other,Gemini Observatory,Other,../job_view?JobID=45020
3104,3104,2006,7,2006,Project Researcher / Software Engineer on Gaia data processing - JRID26796,Rsrch,Lund University,Foreign,../job_view?JobID=26796
3105,3105,2015,12,2015,Postdoctoral positions in planetary science and star formation - JRID52824,Post-doctoral Positions and Fellowships,University of Zurich,Large Academic,../job_view?JobID=52824
3106,3106,2006,7,2006,Postdoctoral Scholar - JRID26793,PostV,California Institute of Technology,Small Academic,../job_view?JobID=26793
