,i,year,month,acyear,title,category,inst,instclass,url,country
2982,2982,2018,10,2018,"Postdoctoral Fellows in Modelling and/or Observations of Gravitational Wave + Electromagnetic Transients at the Oskar Klein Centre, Departments of Astronomy and Physics, Stockholm University. ",Post-doctoral Positions and Fellowships,Stockholm University,Foreign,/ad/ec159e96,Sweden
2983,2983,2017,12,2017,Research Associate in Theoretical Astrophysics,Post-doctoral Positions and Fellowships,University of Leicester,Large Academic,/ad/8f4ccfa9,United Kingdom of Great Britain and Northern Ireland
2984,2984,2019,1,2018,TESS Support Scientist,Scientific/Technical Staff,Massachusetts Institute of Technology,Large Academic,/ad/91cf18ca,United States of America
2985,2985,2018,10,2018, Post-doctoral - Interstellar Medium Studies of External Galaxies,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,/ad/374bbe45,United States of America
2986,2986,2018,11,2018,Assistant Professor,Faculty Positions (tenure and tenure-track),University of Florida,Large Academic,/ad/40ea59a7,United States of America
2987,2987,2018,11,2018,Research Associate,Post-doctoral Positions and Fellowships,Cornell University,Large Academic,/ad/93ae7454,United States of America
2988,2988,2016,11,2016,Science Communication Officer,Other,Joint Institute for VLBI ERIC (JIVE),Foreign,/ad/e595954a,Netherlands
2989,2989,2018,10,2018,"Instructional Faculty, School of Physics and Astronomy - Tenure Track",Faculty Positions (tenure and tenure-track),Rochester Institute of Technology,Large Academic,/ad/7ed43166,United States of America
2990,2990,2017,9,2017,Assistant Professor,Faculty Positions (tenure and tenure-track),University of Pittsburgh,Large Academic,/ad/78916e0f,United States of America
2991,2991,2019,1,2018,Support Astronomer ,Scientific/Technical Staff,"Universidad Nacional Autonoma de Mexico, RFC: UNA2907227Y5",Large Academic,/ad/8d3b6ad1,Mexico
2992,2992,2018,11,2018,Postdoctoral Prize Fellowships,Post-doctoral Positions and Fellowships,School of Physics and Astronomy,Large Academic,/ad/f5e605d4,United Kingdom of Great Britain and Northern Ireland
2993,2993,2017,11,2017,Computational Cosmology Postdoctoral Scholar,Post-doctoral Positions and Fellowships,Lawrence Berkeley Laboratory,Large Academic,/ad/b6869767,United States of America
2994,2994,2019,3,2018,Macquarie University Research Fellowship,Post-doctoral Positions and Fellowships,Macquarie University,Large Academic,/ad/6f49a0ea,Australia
2995,2995,2019,3,2018,Assistant Professor in Physics or Astronomy,Faculty Positions (tenure and tenure-track),The University of Texas Rio Grande Valley,Large Academic,/ad/5de18856,United States of America
2996,2996,2017,8,2017,Software Engineer I (634-1600),Science Engineering,Universities Space Research Association,Other,/ad/114bd95e,United States of America
2997,2997,2016,11,2016,Research Associate in Cosmic Reionisation,Post-doctoral Positions and Fellowships,University College London (UCL),Large Academic,/ad/03ce6c80,United Kingdom of Great Britain and Northern Ireland
2998,2998,2019,1,2018,CMB Instrumentation Faculty Positions at University of Science and Technology of China,Faculty Positions (tenure and tenure-track),University of Science and Technology of China,Foreign,/ad/9db056e4,China
2999,2999,2017,9,2017,"Assistant Professor, Astrophysics",Faculty Positions (tenure and tenure-track),"University of Nevada, Reno",Large Academic,/ad/2dfe3c55,United States of America
3000,3000,2018,9,2018,Postdoctoral Research Associate in Lens Modelling,Post-doctoral Positions and Fellowships,Swinburne University of Technology,Large Academic,/ad/457f7ec1,Australia
3001,3001,2018,1,2017,Postdoctoral position to work on Gaia DR2,Post-doctoral Positions and Fellowships,Institut UTINAM,Research Laboratory,/ad/6e462d5c,France
3002,3002,2017,9,2017,Postdoc Position in Planet Formation,Post-doctoral Positions and Fellowships,University of Tuebingen,Large Academic,/ad/e458ed45,Germany
3003,3003,2017,10,2017,DAWN fellowship at the Cosmic Dawn Center (post-doc or assistant professor level),Post-doctoral Positions and Fellowships,University of Copenhagen,Large Academic,/ad/4c0cedd7,Denmark
3004,3004,2016,9,2016,Associate Professor in Physical Climate Science,Faculty Positions (tenure and tenure-track),"Department of Physics, University of Oxford",Large Academic,/ad/782e720f,United Kingdom of Great Britain and Northern Ireland
3005,3005,2018,9,2018,Kavli Astrophysics Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,Kavli IPMU and KIAA,Research Laboratory,/ad/61c38fcc,Japan
3006,3006,2018,1,2017,Postdoc Opening in Protoplanetary Disks,Post-doctoral Positions and Fellowships,Los Alamos National Laboratory,Government Agency,/ad/c4f2f792,United States of America
3007,3007,2017,5,2016,TWO IAC FELLOWSHIP POSITIONS IN ASTROPHYSICS,Post-doctoral Positions and Fellowships,Instituto de AstrofÃ_sica de Canarias,Government Agency,/ad/62b388d3,Spain
3008,3008,2018,1,2017,Instrument Specialist,Scientific/Technical Staff,Large Binocular Telescope Observatory,Large Academic,/ad/56117fab,United States of America
3009,3009,2017,1,2016,"ASSISTANT PROFESSOR FOR SUBARU TELESCOPE, NATIONAL ASTRONOMICAL OBSERVATORY OF JAPAN (NAOJ)",Faculty Positions (tenure and tenure-track),"Subaru Telescope, National Astronomical Observatory of Japan (NAOJ)",Foreign,/ad/c86256f6,United States of America
3010,3010,2018,4,2017,Nuclear Physicist Mk21A LPO,Science Engineering,VectorCSP,Government Agency,/ad/3d1f3440,United States of America
3011,3011,2018,8,2018,Postdoc in Astronomical Instrumentation for the Local Volume Mapper Instrument,Post-doctoral Positions and Fellowships,Carnegie Observatories,Small Academic,/ad/c1f41cb9,United States of America
3012,3012,2019,1,2018,"Postdoctoral Fellowships on the Subaru Prime Focus Spectrograph (PFS) Project, University of Science and Technology of China",Post-doctoral Positions and Fellowships,University of Science and Technology of China,Foreign,/ad/8e4575b0,China
3013,3013,2017,5,2016,Operations Staff Astronomer,Other,EUROPEAN SOUTHERN OBSERVATORY,Other,/ad/7b782afd,Chile
3014,3014,2018,12,2018,"Postdoctoral Scholar in X-Ray Astronomy, University of California Irvine in the Department of Physics and Astronomy",Post-doctoral Positions and Fellowships,"University of California, Irvine",Large Academic,/ad/25db2603,United States of America
3015,3015,2018,1,2017,Postdoctoral Position in Supernova Cosmology,Post-doctoral Positions and Fellowships,University of Pennsylvania,Large Academic,/ad/3e2c833b,United States of America
3016,3016,2017,9,2017,Editor of The Astrophysical Journal Letters,Other,American Astronomical Society,Other,/ad/c71fe38c,United States of America
3017,3017,2016,10,2016,Research Associate - Astronomical Instrumentation,Post-doctoral Positions and Fellowships,Penn State University,Large Academic,/ad/10eee2cf,United States of America
3018,3018,2018,8,2018,Burke Fellows in Theoretical Physics and Astrophysics,Post-doctoral Positions and Fellowships,California Institute of Technology,Large Academic,/ad/41a0e6eb,United States of America
3019,3019,2016,11,2016,Origins Fellowship,Post-doctoral Positions and Fellowships,University of Hull,Large Academic,/ad/595a8d93,United Kingdom of Great Britain and Northern Ireland
3020,3020,2018,10,2018,Postdoctoral Research Associate in Computational Astrophysics,Post-doctoral Positions and Fellowships,Oak Ridge National Laboratory,Research Laboratory,/ad/4aefb36d,United States of America
3021,3021,2018,12,2018,Database Software Developer,Science Engineering,Max Planck Institute for Solar System Research,Foreign,/ad/4b1c5bf2,Germany
3022,3022,2018,11,2018,Postdoctoral Scholar - Radio Astronomy Lab,Post-doctoral Positions and Fellowships,UC Berkeley,Large Academic,/ad/06badcec,United States of America
3023,3023,2016,10,2016,Department of Physics and Astronomy,Faculty Positions (tenure and tenure-track),Stony Brook University,Large Academic,/ad/89121602,United States of America
3024,3024,2016,11,2016,KASI Post-Doc. Positions,Post-doctoral Positions and Fellowships,Korea Astronomy and Space Science Institute,Foreign,/ad/b438e7ca,South Korea
3025,3025,2016,12,2016,"Research Astronomer and Public Outreach Officer, Australian Astronomical Observatory",Post-doctoral Positions and Fellowships,Australian Astronomical Observatory,Government Agency,/ad/b3e2f4c3,Australia
3026,3026,2017,6,2017,Interns - Astronomy Research â€“ Gemini/HST Galaxy Cluster Project,Scientific/Technical Staff,AURA/Gemini Observatory,Other,/ad/d265b224,United States of America
3027,3027,2018,5,2017,National Facility Scientific Operations Officer,Scientific/Technical Staff,CSIRO Astronomy and Space Science,Government Agency,/ad/d9bf368e,Australia
3028,3028,2016,9,2016,Postdoctoral Positions in Astronomy and Astrophysics - Northwestern University,Post-doctoral Positions and Fellowships,Northwestern University,Large Academic,/ad/77eb744b,United States of America
3029,3029,2018,6,2018,"Postdoctoral Positions in Observation, Theory, or Instrumentation",Post-doctoral Positions and Fellowships,The Academia Sinica Institute of Astronomy and Astrophysics  (ASIAA),Large Academic,/ad/30ac875a,Taiwan
3030,3030,2017,9,2017,2018 KIAA Post-doctoral Fellowships,Post-doctoral Positions and Fellowships,"KAVLI INSTITUTE FOR ASTRONOMY AND ASTROPHYSICS, PEKING UNIVERSITY",Large Academic,/ad/8b83f6d4,China
3031,3031,2018,8,2018,Postdoctoral researcher in Astroparticle Physics at University of Amsterdam (API/GRAPPA),Post-doctoral Positions and Fellowships,University of Amsterdam,Foreign,/ad/1e75a04c,Netherlands
3032,3032,2018,8,2018,Postdoctoral Fellow:  Massive Stars and Feedback,Post-doctoral Positions and Fellowships,University of Michigan,Large Academic,/ad/8f3c1b3c,United States of America
3033,3033,2018,2,2017,Postdoctoral Research Fellow -- Eruptive YSOs and time-domain surveys,Post-doctoral Positions and Fellowships,University of Hertfordshire,Large Academic,/ad/574f852a,United Kingdom of Great Britain and Northern Ireland
3034,3034,2016,9,2016,Postdoctoral Research Scientist,Post-doctoral Positions and Fellowships,Columbia University in the City of New York,Large Academic,/ad/6169915c,United States of America
3035,3035,2017,10,2017,Postdoctoral Position in Cosmological Intensity Mapping,Post-doctoral Positions and Fellowships,Johns Hopkins University,Large Academic,/ad/58ea5018,United States of America
3036,3036,2018,12,2018,Postdoctoral Position in Stellar and Exoplanetary Research,Post-doctoral Positions and Fellowships,University of North Carolina at Chapel Hill,Large Academic,/ad/8e0d06c4,United States of America
3037,3037,2018,5,2017,"Postdoctoral position in Cosmology, University of Padova",Post-doctoral Positions and Fellowships,University of Padova,Large Academic,/ad/73341d9b,Italy
3038,3038,2018,1,2017,Two Postdoctoral Fellows in Theoretical Astrophysics at Lund Observatory,Post-doctoral Positions and Fellowships,Lund University,Large Academic,/ad/3770de7d,Sweden
3039,3039,2018,11,2018,Post Doctoral Research Position in UV Experimental Astrophysics,Post-doctoral Positions and Fellowships,California Institute of Technology,Large Academic,/ad/b59369bd,United States of America
3040,3040,2016,10,2016,Postdoctoral Fellowships in Astrophysics at McGill University,Post-doctoral Positions and Fellowships,"Physics Department, McGill University",Large Academic,/ad/f0c0cf9d,Canada
3041,3041,2018,12,2018,Postdoctoral position in computational astrophysics,Post-doctoral Positions and Fellowships,University of Cologne,Large Academic,/ad/3c70715f,Germany
3042,3042,2018,12,2018,Postdoctoral Research Associate - Galaxies in the Early Universe,Post-doctoral Positions and Fellowships,Swinburne University of Technology,Large Academic,/ad/7d1a4704,Australia
3043,3043,2018,9,2018,Assistant Professor in Time-Domain Astrophysics,Faculty Positions (tenure and tenure-track),Carnegie Mellon University,Large Academic,/ad/c145c798,United States of America
3044,3044,2017,1,2016,"Assistant Professor, Theoretical Particle Physics and Cosmology",Faculty Positions (tenure and tenure-track),"University of California, Santa Cruz",Large Academic,/ad/b67ff97f,United States of America
3045,3045,2018,8,2018,PFS Project Research Fellow at the Subaru Telescope,Science Engineering,National Astronomical Observatory of Japan,Foreign,/ad/68635904,Japan
3046,3046,2017,1,2016,Postdoctoral Scholar,Post-doctoral Positions and Fellowships,California Institute of Technology,Small Academic,/ad/ca5ef948,United States of America
3047,3047,2018,9,2018,Carnegie-Princeton Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,The Observatories of the Carnegie Institution for Science AND the Department of Astrophysical Sciences of Princeton University,Small Academic,/ad/5de72902,United States of America
3048,3048,2018,11,2018,Postdoctoral position in observational stellar astronomy,Post-doctoral Positions and Fellowships,Nicolaus Copernicus Astronomical Center of the Polish Academy of Sciences,Other,/ad/9b6580bd,Poland
3049,3049,2018,8,2018,Prize Post-Doctoral Fellowships for Pioneering Research in Quantum Sensors and their Applications ,Post-doctoral Positions and Fellowships,Washington University in St. Louis,Large Academic,/ad/0cde18d5,United States of America
3050,3050,2019,1,2018,"Postdoctoral position in observational stellar physics and exoplanet science at IRAP/OMP (Toulouse, France)",Post-doctoral Positions and Fellowships,CNRS / Obs Midi Pyrenees,Research Laboratory,/ad/d21d081d,France
3051,3051,2018,9,2018,Postdoctoral Position in High Energy Astrophysics and Instrumentation,Post-doctoral Positions and Fellowships,Naval Research Laboratory,Government Agency,/ad/916aa6b5,United States of America
3052,3052,2017,8,2017,PhD position in Multiwavelength Astronomy,Pre-doctoral/Graduate Positions,University of Erlangen-Nuremberg,Foreign,/ad/4c8d8b44,Germany
3053,3053,2019,3,2018,Remote Sensing Technician - Specialist,Scientific/Technical Staff,The Aerospace Corporation,Research Laboratory,/ad/3c8c4540,United States of America
3054,3054,2018,11,2018,Assistant or Associate Professor in Astronomy (Astronomical Instrumentation),Faculty Positions (tenure and tenure-track),University of Virginia,Small Academic,/ad/808842c2,United States of America
3055,3055,2017,11,2017,Harvard Future Faculty Leaders Postdoctoral Fellowship (FFL),Post-doctoral Positions and Fellowships,Harvard University,Large Academic,/ad/499dd7f2,United States of America
3056,3056,2017,4,2016,Remote Observer,Scientific/Technical Staff,Canada-France-Hawaii Telescope,Other,/ad/7698af25,United States of America
3057,3057,2016,10,2016,Postdoctoral position in extragalactic astronomy,Post-doctoral Positions and Fellowships,University of Oulu,Large Academic,/ad/1a8d383f,Finland
3058,3058,2018,10,2018,2019 Panofsky Fellowship at the SLAC National Accelerator Laboratory,Post-doctoral Positions and Fellowships,Stanford University,Large Academic,/ad/8c8deb5f,United States of America
3059,3059,2018,12,2018,One Postdoctoral Contract Galaxy Evolution 2018,Post-doctoral Positions and Fellowships,INSTITUTO DE ASTROFÃçSICA DE CANARIAS,Government Agency,/ad/1229c153,Spain
3060,3060,2019,3,2018,Nasa Frontier Development Lab 2019 Call For Applicants,Pre-doctoral/Graduate Positions,SETI Institute,Other,/ad/c5fb6e17,United States of America
3061,3061,2018,10,2018,Faculty Position (Astronomy),Faculty Positions (tenure and tenure-track),National Centre for Radio Astrophysics,Large Academic,/ad/17df0317,India
3062,3062,2016,10,2016,"Assistant Professor in Astronomy, Columbia University",Faculty Positions (tenure and tenure-track),Columbia University,Small Academic,/ad/a952509b,United States of America
3063,3063,2016,9,2016,National Radio Astronomy Observatory Jansky Fellow,Post-doctoral Positions and Fellowships,National Radio Astronomy Observatory,Research Laboratory,/ad/5d89e84a,United States of America
3064,3064,2018,1,2017,Post Doctoral Research Associate (Characterising Amorphous Icy Particles),Post-doctoral Positions and Fellowships,The Open University,Large Academic,/ad/3c0f990e,United Kingdom of Great Britain and Northern Ireland
3065,3065,2018,11,2018,Postdoctoral Researcher in Galactic Archaeology,Post-doctoral Positions and Fellowships,Heidelberg University,Large Academic,/ad/d3e632a4,Germany
3066,3066,2018,1,2017,Cosmology Post-doc position at UCL,Post-doctoral Positions and Fellowships,University College London (UCL),Large Academic,/ad/a2a29f89,United Kingdom of Great Britain and Northern Ireland
3067,3067,2019,1,2018,Postdoctoral position in Theoretical Astrophysics and Cosmology,Post-doctoral Positions and Fellowships,University of Bonn,Foreign,/ad/54619f60,Germany
3068,3068,2016,10,2016,Postdoctoral Teaching &amp; Research Fellowship in Astronomy,Post-doctoral Positions and Fellowships,Amherst College,Small Academic,/ad/2422ecd9,United States of America
3069,3069,2018,10,2018,Dennis Sciama Postdoctoral Research Fellow,Post-doctoral Positions and Fellowships,University of Portsmouth,Large Academic,/ad/c6f1cedd,United Kingdom of Great Britain and Northern Ireland
3070,3070,2017,1,2016,Hiroko and Jim Sherwin Postgraduate Studentship in Astrophysics,Pre-doctoral/Graduate Positions,University of Bath,Large Academic,/ad/d0dc73ec,United Kingdom of Great Britain and Northern Ireland
3071,3071,2016,12,2016,Support Scientist for Instrumentation,Scientific/Technical Staff,Las Cumbres Observatory,Research Laboratory,/ad/598c4e79,Chile
3072,3072,2016,11,2016,Postdoctoral Position in Dark Energy Survey Cosmology,Post-doctoral Positions and Fellowships,University of Pennsylvania,Large Academic,/ad/668a8136,United States of America
3073,3073,2019,3,2018,Predoctoral Fellowship at Chandra X-ray Center,Pre-doctoral/Graduate Positions,Center for Astrophysics | Harvard &amp; Smithsonian,Other,/ad/4ca3be66,United States of America
3074,3074,2016,11,2016, Postdoctoral fellowships in cosmology and astrophysics at Kavli IPMU,Post-doctoral Positions and Fellowships,Kavli Institute for the Physics and Mathematics of the Universe (Kavli IPMU),Research Laboratory,/ad/061097fd,Japan
3075,3075,2017,11,2017,Cornell University Research Associate Extrasolar Planet Characterization,Post-doctoral Positions and Fellowships,Cornell University,Large Academic,/ad/9c4ba065,United States of America
3076,3076,2017,9,2017,Postdoctoral fellowship in extragalactic astrophysics: High-redshift galaxy formation and the Epoch of Reionization,Post-doctoral Positions and Fellowships,Kapteyn Astronomical Institute,Large Academic,/ad/fe1fa872,Netherlands
3077,3077,2017,12,2017,Postdoctoral Research Assoc: Extreme Star Formation &amp; Teaching Associate ,Post-doctoral Positions and Fellowships,University of Virginia,Large Academic,/ad/07de390a,United States of America
3078,3078,2017,10,2017,Tenure-Track Assistant Professor Faculty Position Astrophysics or Cosmology,Faculty Positions (tenure and tenure-track),University of Southern California,Large Academic,/ad/14f31709,United States of America
3079,3079,2018,10,2018,University Lecturer in Astronomy,Faculty Positions (tenure and tenure-track),University of Cambridge,Foreign,/ad/6211083d,United Kingdom of Great Britain and Northern Ireland
3080,3080,2017,4,2016,Telescope Engineer,Science Engineering,Carnegie Observatories,Research Laboratory,/ad/61767066,United States of America
3081,3081,2018,1,2017,PhD positions at Armagh Observatory &amp; Planetarium,Pre-doctoral/Graduate Positions,Armagh Observatory,Small Academic,/ad/236ca9f4,United Kingdom of Great Britain and Northern Ireland
3082,3082,2017,10,2017,New Robotic Telescope - Lead Engineer,Science Engineering,Liverpool John Moores University,Large Academic,/ad/9b9dc413,United Kingdom of Great Britain and Northern Ireland
3083,3083,2017,6,2017,Project Controller,Science Engineering,Leibniz-Institut fÃ_r Astrophysik Potsdam (AIP),Research Laboratory,/ad/48603cb8,Germany
3084,3084,2016,11,2016,Lecturer in Physics,Faculty Positions (tenure and tenure-track),Imperial College London,Foreign,/ad/df82ba83,United Kingdom of Great Britain and Northern Ireland
3085,3085,2018,8,2018,Optics Engineer,Science Engineering,W. M. Keck Observatory,Other,/ad/69b5bbab,United States of America
3086,3086,2018,10,2018,Postdoc position in Observational Cosmology,Post-doctoral Positions and Fellowships,Technical University of Denmark,Large Academic,/ad/3c07e377,Denmark
3087,3087,2018,11,2018,PhD Positions at Universidad Diego Portales,Pre-doctoral/Graduate Positions,Universidad Diego Portales,Foreign,/ad/597d287f,Chile
3088,3088,2016,8,2016,PhD in High-Energy Astrophysics,Pre-doctoral/Graduate Positions,"Institute of Nuclear Physics Polish Academy of Sciences, Krakow, Poland",Foreign,/ad/0361d283,Poland
3089,3089,2018,4,2017,Faculty Position (Astronomy),Faculty Positions (tenure and tenure-track),National Centre for Radio Astrophysics,Large Academic,/ad/64a58bb4,India
3090,3090,2018,3,2017,One Postdoctoral Contract EST Ã“ptica Oficina 2018,Post-doctoral Positions and Fellowships,INSTITUTO DE ASTROFÃçSICA DE CANARIAS,Government Agency,/ad/b5e1324d,Spain
3091,3091,2017,5,2016,Observatory Support Scientist (Boston University),Scientific/Technical Staff,Boston University,Large Academic,/ad/279b59a2,United States of America
3092,3092,2017,1,2016,Postdoc in Optical Astrophysics and Space Science,Post-doctoral Positions and Fellowships,Lawrence Livermore National Laboratory,Research Laboratory,/ad/0330e8b7,United States of America
3093,3093,2019,5,2018,Procurement Manager - Chile,Other,AURA,Other,/ad/ecd3af33,Chile
3094,3094,2018,5,2017,Observatory Scientist for Planetary Radar,Other,Arecibo Observatory/University of Central Florida,Large Academic,/ad/d5542e93,United States of America
3095,3095,2017,4,2016,Research Fellow in Globular Clusters,Post-doctoral Positions and Fellowships,University of Surrey,Large Academic,/ad/e5fe62da,United Kingdom of Great Britain and Northern Ireland
3096,3096,2017,3,2016,Post-Doctoral Research Associate,Post-doctoral Positions and Fellowships,"University of Colorado, Laboratory for Atmospheric and Space Physics",Research Laboratory,/ad/e4c98abb,United States of America
3097,3097,2018,3,2017,Two postdoc positions in exoplanet imaging at ULiÃ¨ge,Post-doctoral Positions and Fellowships,University of LiÃ¨ge,Large Academic,/ad/f9cda70e,Belgium
3098,3098,2017,7,2017,Electronics Engineer,Other,W. M. Keck Observatory,Other,/ad/3a220fa8,United States of America
3099,3099,2016,12,2016,Cosmology Postdoctoral Fellow (Physics) ,Post-doctoral Positions and Fellowships,Lawrence Berkeley National Laboratory,Research Laboratory,/ad/478aef89,United States of America
3100,3100,2018,11,2018,TTU Post Doctoral Research Associate,Post-doctoral Positions and Fellowships,Texas Tech University,Large Academic,/ad/2647e16a,United States of America
3101,3101,2019,1,2018,"Postdoctoral Fellowships on the Wide Field Survey Telescope (WFST),  University of Science and Technology of China",Post-doctoral Positions and Fellowships,University of Science and Technology of China,Foreign,/ad/80d547b8,China
3102,3102,2016,12,2016,NRAO-Director of Centeral Development Laboratory,Science Management,The National Radio Astronomy Observatory,Other,/ad/a273d48d,United States of America
3103,3103,2018,12,2018,Postdoctoral Position in Infrared Extragalactic Astrophysics,Post-doctoral Positions and Fellowships,University of Toledo,Large Academic,/ad/1cb5e104,United States of America
3104,3104,2017,7,2017,SALT Astronomy Software developer ,Scientific/Technical Staff,South African Astronomical Observatory,Foreign,/ad/d4dd2664,South Africa
3105,3105,2017,9,2017,Female assistant professor,Faculty Positions (tenure and tenure-track),National Astronomical Observatory of Japan,Foreign,/ad/65f454b5,Japan
3106,3106,2016,11,2016,Postdoctoral reasearch fellow in Cosmology,Post-doctoral Positions and Fellowships,Leibniz-Institut fÃ_r Astrophysik Potsdam (AIP),Research Laboratory,/ad/83a644e9,Germany
3107,3107,2018,10,2018,"Assistant Professor - Astrophysical &amp; Planetary Sciences, University of Colorado Boulder",Faculty Positions (tenure and tenure-track),University of Colorado Boulder,Large Academic,/ad/a20713a4,United States of America
3108,3108,2018,4,2017,Faculty position in astrophysics (two available),Faculty Positions (visiting and non-tenure),The University of Queensland,Large Academic,/ad/736a0bc1,Australia
3109,3109,2017,11,2017,Specially Appointed Research Staff at the NAOJ Chile Observatory (Stationed at Nagoya University),Post-doctoral Positions and Fellowships,Nagoya University and NAOJ,Foreign,/ad/5d947ce3,Japan
3110,3110,2017,9,2017,Postdoctoral position in theoretical/computational astrophysics,Post-doctoral Positions and Fellowships,University of Michigan,Large Academic,/ad/68f9693d,United States of America
3111,3111,2017,10,2017,Research Assoicate,Post-doctoral Positions and Fellowships,Cornell University,Large Academic,/ad/95a9b28e,United States of America
3112,3112,2018,11,2018,"Post-doctoral positions, FINCA, University of Turku",Post-doctoral Positions and Fellowships,University of Turku,Foreign,/ad/2cd176f9,Finland
3113,3113,2017,2,2016,EAO/JCMT Support Astronomer ID#15274,Scientific/Technical Staff,East Asian Observatory,Other,/ad/0c74bbcd,United States of America
3114,3114,2016,11,2016,Trottier Postdoctoral Fellowship of iREx,Post-doctoral Positions and Fellowships,Institute for Research on Exoplanets (iREx),Research Laboratory,/ad/568a486f,Canada
3115,3115,2016,11,2016,Postdoctoral Fellowships in Microwave Kinetic Inductance Detectors,Post-doctoral Positions and Fellowships,Dublin Instittute for Advanced Studies,Small Academic,/ad/109cfa67,Ireland
3116,3116,2017,11,2017,Two postdoctoral positions on planet formation in Chile. Theory and observations,Post-doctoral Positions and Fellowships,Universidad de Valparaiso and Pontificia Universidad CatÃ_lica,Large Academic,/ad/dd7a3265,Chile
3117,3117,2016,6,2016,"Program Manager, Grade 15 (16-30)",Scientific/Technical Staff,Smithsonian Astrophysical Observatory,Other,/ad/036acd18,United States of America
3118,3118,2018,11,2018,Gliese Fellowship 2019,Post-doctoral Positions and Fellowships,Heidelberg University,Large Academic,/ad/d21e4968,Germany
3119,3119,2017,4,2016,postdoctoral associate position in the area of galactic dynamics/galactic archaeology,Post-doctoral Positions and Fellowships,Leibniz-Institut fÃ_r Astrophysik Potsdam (AIP),Research Laboratory,/ad/b6cba4a8,Germany
3120,3120,2016,11,2016,PhD position in submillimeter astronomy and star formation,Pre-doctoral/Graduate Positions,"Niels Bohr Institute &amp; Centre for Star and Planet Formation, University of Copenhagen",Foreign,/ad/223e78e9,Denmark
3121,3121,2018,12,2018,Postdoctoral Scholar (Computational Research) ,Post-doctoral Positions and Fellowships,Lawrence Berkeley National Laboratory,Research Laboratory,/ad/36cbe60a,United States of America
3122,3122,2019,1,2018,Postdoctoral Positions ,Post-doctoral Positions and Fellowships,University of Portsmouth,Large Academic,/ad/7b95b8a0,United Kingdom of Great Britain and Northern Ireland
3123,3123,2019,1,2018,Postdoctoral position in the field of extragalactic distance scale,Post-doctoral Positions and Fellowships,Nicolaus Copernicus Astronomical Center (NCAC),Other,/ad/19e84ac3,Poland
3124,3124,2017,10,2017,Extragalactic astrophysics and galaxy evolution ,Post-doctoral Positions and Fellowships,ETH Zurich,Large Academic,/ad/3dddaa58,Switzerland
3125,3125,2018,11,2018,"Postdoctoral Position on Galactic Outflows - University of California, San Diego",Post-doctoral Positions and Fellowships,University of California San Diego,Large Academic,/ad/cb371976,United States of America
3126,3126,2017,4,2016,Postdoctoral Fellow in the Natural and Physical Sciences,Post-doctoral Positions and Fellowships,University of Missouri - Kansas City,Large Academic,/ad/98227246,United States of America
3127,3127,2017,10,2017,Postdoctoral Researcher in Theory and Simulations of Star Formation and Molecular Cloud Evolution,Post-doctoral Positions and Fellowships,"Heidelberg University (ARI/ZAH), Germany",Large Academic,/ad/95fd3716,Germany
3128,3128,2018,4,2017,Instrumentation Scientist,Scientific/Technical Staff,The Ohio State University,Large Academic,/ad/68f21771,United States of America
3129,3129,2017,7,2017,Research Fellow in Astrophysicsâ€”Star Formation,Post-doctoral Positions and Fellowships,University of St Andrews,Small Academic,/ad/8d1b06e1,United Kingdom of Great Britain and Northern Ireland
3130,3130,2017,1,2016,Postdoctoral Research Associate,Post-doctoral Positions and Fellowships,AURA/NSO DKIST,Other,/ad/ee240d2a,United States of America
3131,3131,2016,11,2016,Postdoctoral position in the field of 21cm astrophysical cosmology,Post-doctoral Positions and Fellowships,Scuola Normale Superiore,Small Academic,/ad/f8d81f4e,Italy
3132,3132,2017,8,2017,One Postdoctoral Contract ERC Advanced Grant Polmag,Post-doctoral Positions and Fellowships,INSTITUTO DE ASTROFÃçSICA DE CANARIAS,Government Agency,/ad/058b3aad,Spain
3133,3133,2019,4,2018,Astronomical Research Scientist,Science Engineering,Applied Technology Associates,Industry,/ad/7bd870d8,United States of America
3134,3134,2018,4,2017,ESO Studentship Programme 2018/2019,Pre-doctoral/Graduate Positions,European Southern Observatory,Other,/ad/f6820a87,Germany
3135,3135,2017,8,2017,Media Relations/Outreach Intern,Other,Gemini Observatory,Other,/ad/27c7d33d,United States of America
3136,3136,2018,12,2018,"Post-doctoral positions at the Technion- Haifa, Israel",Post-doctoral Positions and Fellowships,Technion- Israel Institute of Technology,Large Academic,/ad/defdb607,Israel
3137,3137,2018,7,2018,Support Scientist,Post-doctoral Positions and Fellowships,Joint Institute for VLBI ERIC,Foreign,/ad/3e4d9581,Netherlands
3138,3138,2019,3,2018,PhD at Helmholtz Weizmann International Research School on Multimessenger Astronomy,Pre-doctoral/Graduate Positions,DESY/ Humboldt University/ University Potsdam,Research Laboratory,/ad/df25eaef,Germany
3139,3139,2017,12,2017,"Assistant, Associate and Full Professorships",Faculty Positions (tenure and tenure-track),"Guangdong Technion Israel Institute of Technology, China",Foreign,/ad/8e0734e1,China
3140,3140,2017,10,2017,Physicist Divisional Fellow,Post-doctoral Positions and Fellowships,Lawrence Berkeley National Laboratory,Research Laboratory,/ad/24502b96,United States of America
