,i,year,month,acyear,title,category,inst,instclass,url,country
3727,3727,2021,8,2021,Amherst College: Faculty Search: Department of Astronomy,Faculty Positions (tenure and tenure-track),Amherst College,Small Academic,/ad/d435fc1e,United States of America
3728,3728,2021,12,2021,"Postdoctoral Scholar- Particle Physics, Nuclear Physics or Astronomy/Astrophysics",Post-doctoral Positions and Fellowships,UC Berkeley,Large Academic,/ad/ed9b3f9f,United States of America
3729,3729,2020,10,2020,Postdoc in High contrast Polarimetry,Post-doctoral Positions and Fellowships,"University of California, Santa Barbara",Large Academic,/ad/1e034ee6,United States of America
3730,3730,2022,3,2021,"Postdoctoral Scholar in Galactic Archaeology, Stellar Spectroscopy, Galactic Chemical Evolution, or Spectroscopic Surveys",Post-doctoral Positions and Fellowships,University of Notre Dame,Large Academic,/ad/b2afdce2,United States of America
3731,3731,2022,5,2021,Science Software Developer (IT Specialist) ,Scientific/Technical Staff,Smithsonian Astrophysical Observatory,Government Agency,/ad/3bbb0cbd,United States of America
3732,3732,2021,8,2021,Stanford Science Fellows,Post-doctoral Positions and Fellowships,Stanford University,Large Academic,/ad/1c5232e4,United States of America
3733,3733,2021,10,2021,Post-Doctoral Position in Theoretical Stellar Astrophysics,Post-doctoral Positions and Fellowships,Keele University,Foreign,/ad/5ea319d7,United Kingdom of Great Britain and Northern Ireland
3734,3734,2021,6,2021,Astrophysicist (Post-Doctoral Research Fellow),Post-doctoral Positions and Fellowships,Smithsonian Astrophysical Observatory,Government Agency,/ad/de4901ed,United States of America
3735,3735,2021,8,2021,Senior Frontend Web Developer,Other,AURA/Vera C/ Rubin Observatory,Other,/ad/4c2bec49,United States of America
3736,3736,2019,11,2019,Research Software Developer,Science Engineering,University of Surrey,Large Academic,/ad/d3b25dd9,United Kingdom of Great Britain and Northern Ireland
3737,3737,2022,8,2022,Research Fellow in ALMA Observations of Protoplanetary Disks,Post-doctoral Positions and Fellowships,University of Leeds,Large Academic,/ad/5f701665,United Kingdom of Great Britain and Northern Ireland
3738,3738,2021,9,2021,"Scientist, Physical Sciences",Scientific/Technical Staff,Universities Space Research Association,Other,/ad/c6f6096e,United States of America
3739,3739,2019,7,2019,Post-Doctoral Research Position Announcement: EACOA and EAO Fellowships 2020,Post-doctoral Positions and Fellowships,East Asian Core Obserbatories Association (EACOA),Large Academic,/ad/501a6dcd,China
3740,3740,2019,10,2019,Science Fellows in Frontiers of Science,Pre-doctoral/Graduate Positions,Columbia University,Large Academic,/ad/8b4cadf6,United States of America
3741,3741,2021,4,2020,Technical Lead (Development) - Her Majesty’s Nautical Almanac Office,Scientific/Technical Staff,UK Hydrographic Office,Government Agency,/ad/b8591630,United Kingdom of Great Britain and Northern Ireland
3742,3742,2021,4,2020,FAST Post-Doctoral Researcher in Radio Asttronomy - Galactic HI,Post-doctoral Positions and Fellowships,"National Astronomical Observatories, Chinese Academy of Science",Foreign,/ad/70045fee,China
3743,3743,2021,12,2021,Postdoctoral Researcher in Astronomical Instrumentation,Post-doctoral Positions and Fellowships,California State University Northridge,Large Academic,/ad/c50f5c0b,United States of America
3744,3744,2020,11,2020,Software/Controls Engineer for the University of California Obesrvatories,Science Engineering,University of California Santa Cruz,Large Academic,/ad/95a9d176,United States of America
3745,3745,2021,2,2020,Staff Scientist at NASA Exoplanet Science Institute (NExScI),Scientific/Technical Staff,Caltech,Small Academic,/ad/758f2252,United States of America
3746,3746,2021,4,2020,Senior Software Engineer (DevOps) - #0002147,Science Engineering,Space Telescope Science Institute,Industry,/ad/60290712,United States of America
3747,3747,2022,3,2021,Postdoc in Protoplanetary disk simulation and links with cosmo-chemistry,Post-doctoral Positions and Fellowships,Institut de Physique du Globe de Paris (Fr),Foreign,/ad/871e2814,France
3748,3748,2021,10,2021,"Postdoctoral Positions,Department of Astronomy,  Shanghai Jiao Tong University",Post-doctoral Positions and Fellowships,Shanghai Jiao Tong University,Large Academic,/ad/fa587490,China
3749,3749,2021,10,2021,Scientific Coordinator (f*m),Science Management,Schmidlstraße 6,Planetarium,/ad/40a6f2ca,Austria
3750,3750,2019,9,2019,Lecturer in Astronomy,Faculty Positions (tenure and tenure-track),The Open University,Large Academic,/ad/222f3467,United Kingdom of Great Britain and Northern Ireland
3751,3751,2021,4,2020,Research Fellow in Gravitational Wave Discovery,Post-doctoral Positions and Fellowships,University of Melbourne,Foreign,/ad/2d2bb1db,Australia
3752,3752,2019,6,2019,Post-doctoral position in neutron star physics,Post-doctoral Positions and Fellowships,Université de Strasbourg,Research Laboratory,/ad/5c87a474,France
3753,3753,2020,6,2020,Adaptive Optics Scientist,Scientific/Technical Staff,University of Arizona,Other,/ad/8f4a3bbc,United States of America
3754,3754,2020,11,2020,Senior Research Associate in Transient Astrophysics,Post-doctoral Positions and Fellowships,Lancaster University,Foreign,/ad/edf7c65d,United Kingdom of Great Britain and Northern Ireland
3755,3755,2021,7,2021,PhD in Astronomy / Astrophysics,Pre-doctoral/Graduate Positions,International Max Planck Research School (IMPRS) on Astrophysics,Foreign,/ad/3988d29e,Germany
3756,3756,2019,11,2019,Two PhD positions at Lund Observatory,Pre-doctoral/Graduate Positions,Lund University,Large Academic,/ad/12b43726,Sweden
3757,3757,2020,10,2020,Postdoctoral Research Fellowship in Astrophysics,Post-doctoral Positions and Fellowships,University of Oslo,Large Academic,/ad/6a0eeaf1,Norway
3758,3758,2021,10,2021,"Assistant Professor in Astronomy, Exoplanet Research",Faculty Positions (tenure and tenure-track),Columbia University,Large Academic,/ad/52eaff73,United States of America
3759,3759,2022,2,2021,Research Fellow in Observational Extragalactic Astronomy,Post-doctoral Positions and Fellowships,University of Southampton,Large Academic,/ad/7bbe756e,United Kingdom of Great Britain and Northern Ireland
3760,3760,2020,10,2020,Associate Staff Scientist ,Scientific/Technical Staff,SLAC National Accelerator Laboratory,Research Laboratory,/ad/8e1f17ef,United States of America
3761,3761,2020,11,2020,Two-Year Postdoctoral Position in Galaxy Evolution,Post-doctoral Positions and Fellowships,Universidad Andres Bello,Large Academic,/ad/15a8eda1,Chile
3762,3762,2021,10,2021,Assistant Professor – Statistical Sciences and Astrostatistics,Faculty Positions (tenure and tenure-track),University of Toronto,Large Academic,/ad/0b7dcbb2,Canada
3763,3763,2021,1,2020,Postdoctoral Fellow in mm-wavelength instrumentation,Post-doctoral Positions and Fellowships,Stockholm University,Large Academic,/ad/570633e0,Sweden
3764,3764,2020,9,2020,"Assistant Professor, Teaching Stream - Contractually Limited Term Appointment (CLTA) - Astronomy",Faculty Positions (visiting and non-tenure),University of Toronto Mississauga,Large Academic,/ad/677bc3be,Canada
3765,3765,2021,11,2021,Postdoctoral Scholars in Software and Science with the Legacy Survey of Space and Time,Post-doctoral Positions and Fellowships,University of Washington,Large Academic,/ad/34802ca8,United States of America
3766,3766,2019,6,2019,Adaptive Optics - Post Doctoral Research Associate,Scientific/Technical Staff,AURA/NSO,Other,/ad/80d575e8,United States of America
3767,3767,2019,6,2019,Multiple postdoc opportunities available at the Universidad de Antofagasta (Chile),Post-doctoral Positions and Fellowships,Universidad de Antofagasta,Large Academic,/ad/7038521a,Chile
3768,3768,2021,5,2020,Postdoctoral Research Positions in Exoplanets or High-Energy Astrophysics at the Open University of Israel,Post-doctoral Positions and Fellowships,Open University of Israel,Large Academic,/ad/e5fb0bde,Israel
3769,3769,2020,5,2019,Observatory Software Quality Assurance Engineer,Science Engineering,"TMT International Observatory, LLC",Other,/ad/3b473040,United States of America
3770,3770,2022,7,2022,Postdoctoral Researcher - High-Energy/X-ray Astrophysics Space-flight Instrumentation,Post-doctoral Positions and Fellowships,Penn State University,Large Academic,/ad/ed9c638a,United States of America
3771,3771,2019,11,2019,Software developper position for a Cosmology project (CONCERTO project),Science Engineering,Laboratoire d'Astrophysique de Marseille,Research Laboratory,/ad/733e4dd6,France
3772,3772,2020,4,2019,Full professorship (Chair/W3) for Experimental Physics (Sub-mm Astronomy),Faculty Positions (tenure and tenure-track),University of Cologne,Large Academic,/ad/9b3474a6,Germany
3773,3773,2019,10,2019,Assistant Project Scientist_Theoretical Astrophysics Center,Post-doctoral Positions and Fellowships,"University of California, Berkeley",Large Academic,/ad/12282672,United States of America
3774,3774,2020,1,2019,Staff position in Radio Astronomy,Scientific/Technical Staff,Thüringer Landessternwarte,Large Academic,/ad/cd31a932,Germany
3775,3775,2020,11,2020,"Tenure-Track Assistant Professor, Physics",Faculty Positions (tenure and tenure-track),University of the Pacific,Small Academic,/ad/274e4b07,United States of America
3776,3776,2019,8,2019,Ph.D. Positions at Universidad Diego Portales,Pre-doctoral/Graduate Positions,Universidad Diego Portales,Foreign,/ad/21ccfb6b,Chile
3777,3777,2020,9,2020,Kavli Astrophysics Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,"Kavli Institute for Astronomy and Astrophysics, Peking University",Large Academic,/ad/a3fd5b13,China
3778,3778,2020,11,2020,"Post-Doctoral Researcher, Astronomy",Post-doctoral Positions and Fellowships,Indiana University,Large Academic,/ad/059ff6e5,United States of America
3779,3779,2020,12,2020,Research Fellow in Galaxy Dynamics ,Post-doctoral Positions and Fellowships,University of St Andrews,Foreign,/ad/58e721cd,United Kingdom of Great Britain and Northern Ireland
3780,3780,2021,12,2021,2022 Space Astronomy Summer Program (SASP) Intern Positions,Pre-doctoral/Graduate Positions,Space Telescope Science Institute,Other,/ad/4919bbc6,United States of America
3781,3781,2021,10,2021,observing assistant / support astronomer,Science Engineering,Yale University,Large Academic,/ad/b7d16169,United States of America
3782,3782,2021,8,2021,Antenna and Electromagnetics Research Engineer,Science Engineering,National Radio Astronomy Observatory,Research Laboratory,/ad/978c0f06,United States of America
3783,3783,2021,11,2021,Astronomer,Science Engineering,TriVector Services Inc,Other,/ad/ac7150df,United States of America
3784,3784,2019,7,2019,Advertisement of the EAO Director,Faculty Positions (tenure and tenure-track),East Asian Core Obserbatories Association (EACOA),Large Academic,/ad/77c2900c,China
3785,3785,2019,12,2019,Postdoc and PhD positions in observational exoplanet research,Post-doctoral Positions and Fellowships,Ariel University,Large Academic,/ad/e1fe4cce,Israel
3786,3786,2020,1,2019,Associate Editor - Astronomy Magazine,Other,Kalmbach Media Co.,Industry,/ad/7a4794d9,United States of America
3787,3787,2022,2,2021,"Faculty Administrator and Director, Florida Space Institute",Faculty Positions (visiting and non-tenure),University Of Central Florida,Large Academic,/ad/57ded937,United States of America
3788,3788,2020,12,2020,"Post-doctoral positions in cosmology, galaxy formation and dark matter, stellar science, exoplanets and high energy astrophysics at the School of Physics and Astronomy of the Sun Yat-sen University, Zhuhai campus  ",Post-doctoral Positions and Fellowships,"Sun Yat-sen University, Zhuhai campus",Large Academic,/ad/e5bf99bb,China
3789,3789,2021,10,2021,Post-doctoral Fellowship in Particle Astrophysics,Post-doctoral Positions and Fellowships,University of Copenhagen,Large Academic,/ad/5906e0f9,Denmark
3790,3790,2021,5,2020,Postdoctoral Fellow in Mars Atmospheric Science,Post-doctoral Positions and Fellowships,United Arab Emirates University,Large Academic,/ad/d0d46956,United Arab Emirates
3791,3791,2021,10,2021,Ariel Postdoctoral Fellowships,Post-doctoral Positions and Fellowships,Chalmers Univ. &amp; Univ. of Vienna,Large Academic,/ad/8a2e130e,Sweden
3792,3792,2019,7,2019,Postdoctoral position in LSST low surface brightness science,Post-doctoral Positions and Fellowships,Liverpool John Moores University &amp; University of Hertfordshire,Large Academic,/ad/ef73f013,United Kingdom of Great Britain and Northern Ireland
3793,3793,2019,10,2019,Scientific Platform Branch Manager- #0038053,Science Management,Space Telescope Science Institute,Other,/ad/cd0fa631,United States of America
3794,3794,2021,1,2020,Lecturer position in Extragalactic Multi-Wavelength Astronomy,Faculty Positions (tenure and tenure-track),University of Cape Town,Large Academic,/ad/8197dc49,South Africa
3795,3795,2020,12,2020,Postdoctoral Researcher - Center for Exoplanets and Habitable Worlds,Post-doctoral Positions and Fellowships,Penn State University,Large Academic,/ad/ec20fb69,United States of America
3796,3796,2021,10,2021,Staff Scientist in Computational Fluid Dynamics &amp; Exoplanet Climate Modelling (10 years),Faculty Positions (visiting and non-tenure),Ludwig Maximilian University,Large Academic,/ad/bd9dfbb5,Germany
3797,3797,2022,5,2021,Postdoctoral Researcher - University of Texas at Austin,Post-doctoral Positions and Fellowships,University of Texas at Austin,Large Academic,/ad/235f7a64,United States of America
3798,3798,2020,10,2020,Postdoctoral Researcher in Time Domain High Energy Astrophysics,Post-doctoral Positions and Fellowships,Southern Methodist University,Large Academic,/ad/27a22239,United States of America
3799,3799,2021,6,2021,Associate Professor in Astrophysics at Trinity College Dublin,Faculty Positions (tenure and tenure-track),Trinity College Dublin,Large Academic,/ad/345abafa,Ireland
3800,3800,2020,12,2020,Postdoctoral position on Gaia survey selection function,Post-doctoral Positions and Fellowships,Leiden University,Large Academic,/ad/b5affc05,Netherlands
3801,3801,2020,10,2020,Postdoctoral Research Positions in High-Energy Astrophysics at the Open University of Israel,Post-doctoral Positions and Fellowships,Open University of Israel,Large Academic,/ad/bbda4827,Israel
3802,3802,2022,7,2022,Postdoctoral position - Active Galactic Nuclei,Post-doctoral Positions and Fellowships,Universidad Diego Portales,Foreign,/ad/739a8a8c,Chile
3803,3803,2021,3,2020,"Research Analyst, Center for Computational Astrophysics (Pre-Doctoral Program)",Pre-doctoral/Graduate Positions,Simons Foundation/Flatiron Institute,Other,/ad/36f62720,United States of America
3804,3804,2021,10,2021,Assistant Professor - Department of Astronomy - Division of Mathematical and Physical Sciences - UC Berkeley,Faculty Positions (tenure and tenure-track),"University of California, Berkeley",Large Academic,/ad/366d135c,United States of America
3805,3805,2020,10,2020,Postdoctoral fellowships in cosmology and strong gravity,Post-doctoral Positions and Fellowships,Perimeter Institute for Theoretical Physics,Large Academic,/ad/3e2fcb35,Canada
3806,3806,2021,1,2020,Resident Astronomer at the Hobby Eberly Telescope,Scientific/Technical Staff,University of Texas at Austin,Research Laboratory,/ad/c55f9588,United States of America
3807,3807,2019,9,2019,Instructor,Faculty Positions (visiting and non-tenure),Mississippi State University,Large Academic,/ad/3bbfa380,United States of America
3808,3808,2021,2,2020,Instructor,Faculty Positions (visiting and non-tenure),University of Central Florida,Large Academic,/ad/6fa0a6a3,United States of America
3809,3809,2022,2,2021,Pre-Doctoral Researcher,Pre-doctoral/Graduate Positions,California Institute of Technology,Small Academic,/ad/499d5117,United States of America
3810,3810,2021,3,2020,Postdoctoral position in CMB polarization,Post-doctoral Positions and Fellowships,The University of Melbourne,Foreign,/ad/6696af06,Australia
3811,3811,2020,9,2020,Postdoctoral Position in Extragalactic Astrophysics,Post-doctoral Positions and Fellowships,"Rutgers, The State University",Large Academic,/ad/37eb37f3,United States of America
3812,3812,2021,9,2021,"MPA Postdoctoral Fellowships in Astrophysics (Garching, Germany)",Post-doctoral Positions and Fellowships,Max Planck Institute for Astrophysics,Foreign,/ad/72579d57,Germany
3813,3813,2022,4,2021,R&amp;D Software Engineer III,Science Engineering,University of Arizona,Large Academic,/ad/1070f75a,United States of America
3814,3814,2021,8,2021,ERC Postdoc Fellow on VLTI instrumentation (optical engineering or software engineering) or science,Post-doctoral Positions and Fellowships,University of Exeter,Large Academic,/ad/fe100aea,United Kingdom of Great Britain and Northern Ireland
3815,3815,2022,1,2021,Postdoctoral Research Position in Galaxy Formation,Post-doctoral Positions and Fellowships,"University of California, Davis",Large Academic,/ad/a6130c5f,United States of America
3816,3816,2022,3,2021,Assistant Research Scientist,Post-doctoral Positions and Fellowships,Johns Hopkins University,Large Academic,/ad/62eec3bb,United States of America
3817,3817,2022,5,2021,Assistant Professor in Astronomy &amp; Astrophysics ,Faculty Positions (tenure and tenure-track),University of Manitoba,Large Academic,/ad/e39e5e16,Canada
3818,3818,2021,11,2021,Postdoc at Saitama Univ.: Numerical calc. of potential energy surfaces and reaction dynamics,Post-doctoral Positions and Fellowships,Saitama University,Foreign,/ad/b3c441d7,Japan
3819,3819,2020,10,2020,Oort Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,Leiden University,Large Academic,/ad/94b7c17c,Netherlands
3820,3820,2019,9,2019,Tenure-track Assistant Professor in Astroinformatics &amp; Astrostatistics,Faculty Positions (tenure and tenure-track),National Astronomical Observatory of Japan,Foreign,/ad/1616764d,Japan
3821,3821,2021,4,2020,Postdoctoral position in computational astrophysics,Post-doctoral Positions and Fellowships,Polish Academy of Sciences,Research Laboratory,/ad/b0a87831,Poland
3822,3822,2019,7,2019,Japan Digital Project Manager ,Other,Harvard University,Large Academic,/ad/d731e5a5,United States of America
3823,3823,2019,10,2019,Adaptive Optics- Post Doctoral Research Associate,Scientific/Technical Staff,AURA/NSO,Other,/ad/cb552f2d,United States of America
3824,3824,2020,8,2020,PLC Engineer,Scientific/Technical Staff,AURA Inc.,Other,/ad/c3a03b66,United States of America
3825,3825,2021,6,2021,Postdoctoral Position in Exoplanet Astronomy at UCLA,Post-doctoral Positions and Fellowships,"University of California, Los Angeles",Large Academic,/ad/41dc8fe3,United States of America
3826,3826,2021,9,2021,Carnegie Origins Postdoctoral Fellowship ,Post-doctoral Positions and Fellowships,Carnegie Institution for Science,Research Laboratory,/ad/e39a8933,United States of America
3827,3827,2019,10,2019,Astronomy Laboratory Director,Other,Appalachian State University,Large Academic,/ad/71a70501,United States of America
3828,3828,2019,12,2019,Time Domain Astronomy Postdoctoral Position,Post-doctoral Positions and Fellowships,Purdue University,Large Academic,/ad/062f31eb,United States of America
3829,3829,2020,10,2020,"Five postdoctoral positions at the Oskar Klein Centre, Stockholm ",Post-doctoral Positions and Fellowships,Stockholm University,Large Academic,/ad/37fe08a4,Sweden
3830,3830,2021,8,2021,"Postdoctoral Position on Radio Astronomy Software and Pipelines, Canadian Initiative for Radio Astronomy Data Analysis",Post-doctoral Positions and Fellowships,University of Manitoba,Large Academic,/ad/ed24210e,Canada
3831,3831,2021,3,2020,One postdoctoral contract STARBURSTS 2021 (PS-2021-022),Post-doctoral Positions and Fellowships,Instituto de Astrofísica de Canarias,Government Agency,/ad/dd1ef0c7,Spain
3832,3832,2022,4,2021,Lecturer/Senior Lecturer in Physics,Faculty Positions (tenure and tenure-track),Imperial College London,Foreign,/ad/88d49fdb,United Kingdom of Great Britain and Northern Ireland
3833,3833,2022,4,2021,System Administration Manager,Scientific/Technical Staff,University of Arizona,Large Academic,/ad/f105b6a1,United States of America
3834,3834,2019,9,2019,A tenure-track faculty position in Solar Physics at New Mexico State University,Faculty Positions (tenure and tenure-track),New Mexico State University,Large Academic,/ad/dcd5be8d,United States of America
3835,3835,2019,10,2019,Postdoctoral Associate in 21 cm Cosmology ,Post-doctoral Positions and Fellowships,Massachusetts Institute of Technology (MIT),Large Academic,/ad/31421718,United States of America
3836,3836,2021,12,2021,Postdoctoral position in neutrino astronomy,Post-doctoral Positions and Fellowships,European Southern Observatory (ESO),Government Agency,/ad/38c7814a,Germany
3837,3837,2019,11,2019,Postdoctoral position in exascale galaxy formation - Michigan State University,Post-doctoral Positions and Fellowships,Michigan State University,Large Academic,/ad/20ef25d6,United States of America
3838,3838,2021,5,2020,Postdoctoral researcher in high-energy astrophysics ,Post-doctoral Positions and Fellowships,University of Turku,Foreign,/ad/6203ef6e,Finland
3839,3839,2021,5,2020,"Assistant Professor of Physics and Astronomy, emphasis on Astrophysics",Faculty Positions (visiting and non-tenure),St. Cloud State University,Large Academic,/ad/44dda25e,United States of America
3840,3840,2020,4,2019,IT Specialist,Scientific/Technical Staff,Smithsonian Astrophysical Observatory,Government Agency,/ad/a1df0551,United States of America
3841,3841,2019,9,2019,Faculty Position in Astrophysical Sciences,Faculty Positions (tenure and tenure-track),Princeton University,Small Academic,/ad/c4d2d4f8,United States of America
3842,3842,2019,8,2019,M1 Control System Technical Project Manager,Science Engineering,Thirty Meter Telescope,Other,/ad/3a40b963,United States of America
3843,3843,2020,12,2020,"Postdoctoral research associate in Exoplanets, Brown Dwarfs, or Low-Mass Stars",Post-doctoral Positions and Fellowships,University of Edinburgh,Large Academic,/ad/f323079e,United Kingdom of Great Britain and Northern Ireland
3844,3844,2021,9,2021,Postdoc in Exoplantary Atmospheric Modeling,Post-doctoral Positions and Fellowships,Universtiy of Maryland,Large Academic,/ad/17a4850d,United States of America
3845,3845,2020,8,2020,Postdoctoral Scholar,Post-doctoral Positions and Fellowships,California Institute of Technology,Small Academic,/ad/455abf81,United States of America
3846,3846,2022,1,2021,Research Positions in Astrophysics and Space Science,Post-doctoral Positions and Fellowships,Institute of Astrophysics and Space Sciences (IA),Large Academic,/ad/83424e22,Portugal
3847,3847,2019,11,2019,"Professor in Physics, Astronomy, &amp; Geosciences ",Faculty Positions (tenure and tenure-track),Stonehill College,Small Academic,/ad/b548c188,United States of America
3848,3848,2020,3,2019,Postdoc in instrumentation for future MeV gamma-ray satellite,Post-doctoral Positions and Fellowships,Deutsches Elektronen-Synchrotron DESY,Research Laboratory,/ad/1b60f652,Germany
3849,3849,2022,5,2021,Astronomer,Scientific/Technical Staff,Smithsonian Astrophysical Observatory / Fred Lawrence Whipple Observatory,Research Laboratory,/ad/ea797b32,United States of America
3850,3850,2022,6,2022,Postdoctoral Fellowship in Time Domain Research,Post-doctoral Positions and Fellowships,California Institute of Technology,Small Academic,/ad/8a6a4ec6,United States of America
3851,3851,2021,6,2021,Assistant Research Physicist – Heliospheric Plasma Physics-Parker Solar Probe Mission,Faculty Positions (visiting and non-tenure),"University of California, Berkeley",Large Academic,/ad/d6c487eb,United States of America
3852,3852,2020,11,2020,"Postdoctoral Fellowship in Galaxy Evolution, Interstellar Medium, and Star Formation",Post-doctoral Positions and Fellowships,Tel Aviv University,Large Academic,/ad/a88913f2,Israel
3853,3853,2019,9,2019,VIDA Prize Postdoctoral Fellowship in Multimessenger Astrophysics,Post-doctoral Positions and Fellowships,Vanderbilt University,Large Academic,/ad/616c5868,United States of America
3854,3854,2021,7,2021,2022 East Asian Core Observatories Association (EACOA) Research Fellowship Program,Post-doctoral Positions and Fellowships,East Asian Core Observatories Association (EACOA),Large Academic,/ad/71041a37,United States of America
3855,3855,2021,12,2021,Postdoctoral Scholar- Astronomy,Post-doctoral Positions and Fellowships,University of Washington,Large Academic,/ad/5f4bdf90,United States of America
3856,3856,2019,8,2019,Doctoral Researcher in Solar Physics,Pre-doctoral/Graduate Positions,Leibniz Institute for Astrophysics Potsdam (AIP),Large Academic,/ad/30e92b35,Germany
3857,3857,2020,9,2020,ALMA Ambassador,Post-doctoral Positions and Fellowships,National Radio Astronomy Observatory,Research Laboratory,/ad/f67ff594,United States of America
3858,3858,2022,3,2021,ERC-funded Post-doctoral position in Galactic Archaeology,Post-doctoral Positions and Fellowships,University of Florence,Large Academic,/ad/2177dc84,Italy
3859,3859,2022,9,2022,Senior Analyst - Her Majesty’s Nautical Almanac Office,Other,UKHO,Government Agency,/ad/0dddc931,United Kingdom of Great Britain and Northern Ireland
3860,3860,2021,4,2020,"PhD position in ISM of GRB/SN hosts (AMU, Poland)",Pre-doctoral/Graduate Positions,Adam Mickiewicz University,Large Academic,/ad/25f54290,Poland
3861,3861,2022,2,2021,"Senior Systems Engineer, SEF",Science Engineering,GMTO Corporation,Other,/ad/918d7ff5,United States of America
3862,3862,2022,4,2021,"Full Professor, National Astronomical Observatory of Japan (NAOJ) Subaru Telescope",Faculty Positions (tenure and tenure-track),National Astronomical Observatory of Japan,Foreign,/ad/304ce1b1,United States of America
3863,3863,2021,1,2020,The John N. Bahcall Public Policy Fellowship,Post-doctoral Positions and Fellowships,The American Astronomical Society,Other,/ad/a3d9591b,United States of America
3864,3864,2019,11,2019,Postdoc in theoretical astroparticle physics,Post-doctoral Positions and Fellowships,Deutsches Elektronen-Synchrotron DESY,Other,/ad/d2057142,Germany
3865,3865,2021,10,2021,One postdoctoral contract ESPLA 2021 (PS-2021-086),Post-doctoral Positions and Fellowships,Instituto de Astrofísica de Canarias,Government Agency,/ad/926b21d1,Spain
3866,3866,2021,6,2021,Research Fellow in Stellar Astrophysics,Post-doctoral Positions and Fellowships,University of Warwick,Large Academic,/ad/311bfbb7,United Kingdom of Great Britain and Northern Ireland
3867,3867,2020,1,2019,Postdoctoral Research Associate I,Post-doctoral Positions and Fellowships,University of Arizona,Large Academic,/ad/95c672d8,United States of America
3868,3868,2021,8,2021,High Explosive and Equation of State Modeling Postdoc,Post-doctoral Positions and Fellowships,Los Alamos National Laboratory,Research Laboratory,/ad/183781ab,United States of America
3869,3869,2022,5,2021,"Postdoc in time-domain astronomy, University of Barcelona",Post-doctoral Positions and Fellowships,University of Barcelona,Large Academic,/ad/2ad0ef16,Spain
3870,3870,2021,10,2021,Systems Engineer,Science Engineering,STFC,Research Laboratory,/ad/8b225fc9,United Kingdom of Great Britain and Northern Ireland
3871,3871,2019,10,2019,Postdoctoral position in Strong gravitational lensing,Post-doctoral Positions and Fellowships,Max Planck Institute for Astrophysics,Foreign,/ad/51a8e847,Germany
3872,3872,2022,5,2021,Extragalactic Postdoc Position at Department of Astrophysics Vienna,Post-doctoral Positions and Fellowships,University of Vienna,Foreign,/ad/d937d464,Austria
3873,3873,2020,3,2019,Arecibo Science Manager,Science Management,University of Central Florida,Other,/ad/795b73f8,United States of America
3874,3874,2020,3,2019,"Senior Research Scientist (VLBI) – Ventspils International Radio Astronomy Centre, Latvia",Faculty Positions (visiting and non-tenure),Ventspils University of Applied Sciences,Small Academic,/ad/3ea43ee9,Latvia
3875,3875,2021,2,2020,Scientific Programmer,Science Engineering,AURA/NOIRLab RSS Gemini,Other,/ad/330d8826,Chile
3876,3876,2019,8,2019,"Professor and Chair, Department of Physics &amp; Astronomy, University of Utah",Faculty Positions (tenure and tenure-track),University of Utah,Large Academic,/ad/9ea5dff4,United States of America
3877,3877,2020,11,2020,"Tenure-track positions, department of Astronomy, Shanghai Jiao Tong University",Faculty Positions (tenure and tenure-track),Department of Astronomy,Large Academic,/ad/1f116762,China
3878,3878,2021,10,2021,Assistant Director for Science / Director of Science,Science Management,Yerkes Observatory / Yerkes Future Foundation,Other,/ad/9977d30a,United States of America
3879,3879,2020,10,2020,Mission Operations Controller (Mission Director),Science Management,SOFIA / Universities Space Research Association,Other,/ad/31980931,United States of America
3880,3880,2019,10,2019,Postdoctoral Research Scientist position in Theoretical Astrophysics,Post-doctoral Positions and Fellowships,Columbia University,Large Academic,/ad/488ff2f8,United States of America
3881,3881,2020,10,2020,Microgravity Opportunities Development Officer,Faculty Positions (tenure and tenure-track),The Open University,Large Academic,/ad/5f5db203,United Kingdom of Great Britain and Northern Ireland
3882,3882,2019,10,2019,Atmosphere Scientist,Other,European Southern Observatory,Other,/ad/ed34505e,Chile
3883,3883,2022,2,2021,Research Associate in Galaxy Formation,Post-doctoral Positions and Fellowships,Cardiff University,Large Academic,/ad/541d1d17,United Kingdom of Great Britain and Northern Ireland
3884,3884,2021,2,2020,4 PhD Fellowships in Exolife Science,Pre-doctoral/Graduate Positions,Copenhagen University,Large Academic,/ad/dbbcafb0,Denmark
3885,3885,2022,2,2021,Two PhD studentships at the Dublin Institute for Advanced Studies (DIAS),Post-doctoral Positions and Fellowships,Dublin Institute for Advanced Studies,Small Academic,/ad/09ae4053,Ireland
3886,3886,2021,1,2020,LMT M&amp;C Software Engineer,Science Engineering,University of Massachusetts Amherst,Large Academic,/ad/46507e1f,United States of America
3887,3887,2019,12,2019,Postdoctoral fellowships on LSS and cosmology,Post-doctoral Positions and Fellowships,Shanghai Jiao Tong University,Large Academic,/ad/c828804d,China
3888,3888,2020,9,2020,Postdoctoral Position in Stellar Astrophysics,Post-doctoral Positions and Fellowships,Kavli Institute for Theoretical Physics,Large Academic,/ad/829a824a,United States of America
3889,3889,2021,4,2020,Astrophysicist,Post-doctoral Positions and Fellowships,Smithsonian Astrophysical Observatory,Government Agency,/ad/3562b4ff,United States of America
